     2    0.11134E+04    0.53461E-01    0.33272E+01
     3    0.10397E+04    0.85864E-01    0.41582E+01
     4    0.97061E+03    0.94752E-01    0.42616E+01
     5    0.91737E+03    0.82377E-01    0.39361E+01
     6    0.87885E+03    0.59589E-01    0.34121E+01
     7    0.85231E+03    0.37182E-01    0.28352E+01
     8    0.83462E+03    0.21211E-01    0.22932E+01
     9    0.82373E+03    0.12585E-01    0.18313E+01
    10    0.81812E+03    0.91476E-02    0.14741E+01
    11    0.81623E+03    0.80946E-02    0.12288E+01
    12    0.81834E+03    0.75176E-02    0.10912E+01
    13    0.82236E+03    0.67150E-02    0.10398E+01
    14    0.82807E+03    0.58259E-02    0.10448E+01
    15    0.83435E+03    0.51985E-02    0.10853E+01
    16    0.84278E+03    0.49933E-02    0.11490E+01
    17    0.85319E+03    0.51419E-02    0.12210E+01
    18    0.86432E+03    0.54686E-02    0.12885E+01
    19    0.87701E+03    0.58338E-02    0.13470E+01
    20    0.88951E+03    0.62152E-02    0.13920E+01
    21    0.90262E+03    0.66940E-02    0.14306E+01
    22    0.91628E+03    0.73723E-02    0.14681E+01
    23    0.93004E+03    0.82946E-02    0.15062E+01
    24    0.94427E+03    0.94728E-02    0.15464E+01
    25    0.95907E+03    0.10897E-01    0.15863E+01
    26    0.97392E+03    0.12542E-01    0.16321E+01
    27    0.98926E+03    0.14375E-01    0.16827E+01
    28    0.10050E+04    0.16373E-01    0.17297E+01
    29    0.10208E+04    0.18557E-01    0.17765E+01
    30    0.10371E+04    0.20940E-01    0.18137E+01
    31    0.10532E+04    0.23491E-01    0.18477E+01
    32    0.10699E+04    0.26212E-01    0.18690E+01
    33    0.10868E+04    0.29083E-01    0.18761E+01
    34    0.11038E+04    0.32168E-01    0.18735E+01
    35    0.11214E+04    0.35479E-01    0.18563E+01
    36    0.11387E+04    0.39022E-01    0.18356E+01
    37    0.11563E+04    0.42806E-01    0.18040E+01
    38    0.11743E+04    0.46816E-01    0.17606E+01
    39    0.11926E+04    0.51071E-01    0.17063E+01
    40    0.12111E+04    0.55598E-01    0.16415E+01
    41    0.12297E+04    0.60416E-01    0.15672E+01
    42    0.12483E+04    0.65521E-01    0.14861E+01
    43    0.12672E+04    0.70893E-01    0.14004E+01
    44    0.12861E+04    0.76517E-01    0.13059E+01
    45    0.13053E+04    0.82376E-01    0.11981E+01
    46    0.13247E+04    0.88481E-01    0.10747E+01
    47    0.13443E+04    0.94838E-01    0.93453E+00
    48    0.13641E+04    0.10147E+00    0.77872E+00
    49    0.13841E+04    0.10841E+00    0.60916E+00
    50    0.14043E+04    0.11566E+00    0.42808E+00
    51    0.14247E+04    0.12321E+00    0.23727E+00
    52    0.14453E+04    0.13104E+00    0.36588E-01
    53    0.14661E+04    0.13917E+00   -0.17466E+00
    54    0.14871E+04    0.14758E+00   -0.39734E+00
    55    0.15081E+04    0.15625E+00   -0.63261E+00
    56    0.15293E+04    0.16522E+00   -0.88253E+00
    57    0.15509E+04    0.17446E+00   -0.11487E+01
    58    0.15727E+04    0.18398E+00   -0.14301E+01
    59    0.15948E+04    0.19380E+00   -0.17253E+01
    60    0.16170E+04    0.20390E+00   -0.20334E+01
    61    0.16395E+04    0.21427E+00   -0.23540E+01
    62    0.16621E+04    0.22494E+00   -0.26873E+01
    63    0.16848E+04    0.23586E+00   -0.30336E+01
    64    0.17078E+04    0.24705E+00   -0.33931E+01
    65    0.17311E+04    0.25851E+00   -0.37664E+01
    66    0.17546E+04    0.27022E+00   -0.41533E+01
    67    0.17784E+04    0.28216E+00   -0.45531E+01
    68    0.18024E+04    0.29435E+00   -0.49648E+01
    69    0.18266E+04    0.30675E+00   -0.53875E+01
    70    0.18510E+04    0.31938E+00   -0.58205E+01
    71    0.18754E+04    0.33222E+00   -0.62637E+01
    72    0.19001E+04    0.34529E+00   -0.67182E+01
    73    0.19252E+04    0.35857E+00   -0.71848E+01
    74    0.19506E+04    0.37206E+00   -0.76636E+01
    75    0.19764E+04    0.38574E+00   -0.81554E+01
    76    0.20024E+04    0.39959E+00   -0.86594E+01
    77    0.20287E+04    0.41360E+00   -0.91736E+01
    78    0.20552E+04    0.42776E+00   -0.96995E+01
    79    0.20818E+04    0.44207E+00   -0.10235E+02
    80    0.21087E+04    0.45650E+00   -0.10780E+02
    81    0.21359E+04    0.47105E+00   -0.11334E+02
    82    0.21633E+04    0.48572E+00   -0.11898E+02
    83    0.21910E+04    0.50049E+00   -0.12471E+02
    84    0.22189E+04    0.51535E+00   -0.13051E+02
    85    0.22470E+04    0.53027E+00   -0.13638E+02
    86    0.22755E+04    0.54527E+00   -0.14233E+02
    87    0.23041E+04    0.56032E+00   -0.14834E+02
    88    0.23329E+04    0.57542E+00   -0.15440E+02
    89    0.23619E+04    0.59053E+00   -0.16053E+02
    90    0.23911E+04    0.60566E+00   -0.16670E+02
    91    0.24204E+04    0.62078E+00   -0.17293E+02
    92    0.24501E+04    0.63589E+00   -0.17921E+02
    93    0.24799E+04    0.65097E+00   -0.18553E+02
    94    0.25100E+04    0.66601E+00   -0.19190E+02
    95    0.25403E+04    0.68099E+00   -0.19831E+02
    96    0.25707E+04    0.69589E+00   -0.20476E+02
    97    0.26015E+04    0.71072E+00   -0.21123E+02
    98    0.26324E+04    0.72544E+00   -0.21773E+02
    99    0.26636E+04    0.74004E+00   -0.22426E+02
   100    0.26950E+04    0.75452E+00   -0.23080E+02
   101    0.27266E+04    0.76889E+00   -0.23735E+02
   102    0.27584E+04    0.78304E+00   -0.24389E+02
   103    0.27905E+04    0.79705E+00   -0.25045E+02
   104    0.28227E+04    0.81084E+00   -0.25699E+02
   105    0.28551E+04    0.82448E+00   -0.26351E+02
   106    0.28877E+04    0.83791E+00   -0.27002E+02
   107    0.29205E+04    0.85105E+00   -0.27651E+02
   108    0.29535E+04    0.86404E+00   -0.28296E+02
   109    0.29866E+04    0.87674E+00   -0.28938E+02
   110    0.30200E+04    0.88915E+00   -0.29576E+02
   111    0.30534E+04    0.90134E+00   -0.30208E+02
   112    0.30869E+04    0.91316E+00   -0.30836E+02
   113    0.31207E+04    0.92476E+00   -0.31458E+02
   114    0.31545E+04    0.93600E+00   -0.32074E+02
   115    0.31886E+04    0.94694E+00   -0.32683E+02
   116    0.32226E+04    0.95751E+00   -0.33285E+02
   117    0.32568E+04    0.96771E+00   -0.33878E+02
   118    0.32912E+04    0.97761E+00   -0.34464E+02
   119    0.33255E+04    0.98714E+00   -0.35040E+02
   120    0.33600E+04    0.99623E+00   -0.35607E+02
   121    0.33945E+04    0.10050E+01   -0.36164E+02
   122    0.34291E+04    0.10134E+01   -0.36710E+02
   123    0.34638E+04    0.10212E+01   -0.37245E+02
   124    0.34986E+04    0.10288E+01   -0.37768E+02
   125    0.35333E+04    0.10358E+01   -0.38279E+02
   126    0.35681E+04    0.10425E+01   -0.38777E+02
   127    0.36030E+04    0.10487E+01   -0.39262E+02
   128    0.36378E+04    0.10545E+01   -0.39733E+02
   129    0.36726E+04    0.10597E+01   -0.40189E+02
   130    0.37074E+04    0.10645E+01   -0.40630E+02
   131    0.37422E+04    0.10689E+01   -0.41057E+02
   132    0.37770E+04    0.10728E+01   -0.41467E+02
   133    0.38118E+04    0.10762E+01   -0.41861E+02
   134    0.38465E+04    0.10792E+01   -0.42237E+02
   135    0.38813E+04    0.10816E+01   -0.42597E+02
   136    0.39158E+04    0.10836E+01   -0.42938E+02
   137    0.39504E+04    0.10850E+01   -0.43261E+02
   138    0.39849E+04    0.10861E+01   -0.43565E+02
   139    0.40192E+04    0.10866E+01   -0.43849E+02
   140    0.40535E+04    0.10867E+01   -0.44114E+02
   141    0.40876E+04    0.10862E+01   -0.44359E+02
   142    0.41216E+04    0.10853E+01   -0.44582E+02
   143    0.41556E+04    0.10839E+01   -0.44785E+02
   144    0.41893E+04    0.10820E+01   -0.44966E+02
   145    0.42229E+04    0.10797E+01   -0.45126E+02
   146    0.42563E+04    0.10769E+01   -0.45262E+02
   147    0.42895E+04    0.10737E+01   -0.45376E+02
   148    0.43226E+04    0.10700E+01   -0.45467E+02
   149    0.43554E+04    0.10658E+01   -0.45536E+02
   150    0.43881E+04    0.10613E+01   -0.45580E+02
   151    0.44206E+04    0.10563E+01   -0.45600E+02
   152    0.44527E+04    0.10508E+01   -0.45596E+02
   153    0.44848E+04    0.10451E+01   -0.45567E+02
   154    0.45166E+04    0.10388E+01   -0.45514E+02
   155    0.45482E+04    0.10322E+01   -0.45436E+02
   156    0.45795E+04    0.10252E+01   -0.45333E+02
   157    0.46107E+04    0.10179E+01   -0.45205E+02
   158    0.46416E+04    0.10102E+01   -0.45052E+02
   159    0.46724E+04    0.10021E+01   -0.44873E+02
   160    0.47029E+04    0.99372E+00   -0.44668E+02
   161    0.47331E+04    0.98506E+00   -0.44437E+02
   162    0.47631E+04    0.97609E+00   -0.44181E+02
   163    0.47929E+04    0.96688E+00   -0.43897E+02
   164    0.48223E+04    0.95734E+00   -0.43588E+02
   165    0.48515E+04    0.94764E+00   -0.43252E+02
   166    0.48803E+04    0.93770E+00   -0.42888E+02
   167    0.49089E+04    0.92752E+00   -0.42499E+02
   168    0.49371E+04    0.91723E+00   -0.42082E+02
   169    0.49650E+04    0.90671E+00   -0.41638E+02
   170    0.49924E+04    0.89616E+00   -0.41167E+02
   171    0.50196E+04    0.88544E+00   -0.40668E+02
   172    0.50463E+04    0.87462E+00   -0.40141E+02
   173    0.50727E+04    0.86371E+00   -0.39588E+02
   174    0.50986E+04    0.85285E+00   -0.39007E+02
   175    0.51242E+04    0.84196E+00   -0.38399E+02
   176    0.51493E+04    0.83105E+00   -0.37763E+02
   177    0.51740E+04    0.82019E+00   -0.37099E+02
   178    0.51982E+04    0.80945E+00   -0.36408E+02
   179    0.52219E+04    0.79876E+00   -0.35690E+02
   180    0.52452E+04    0.78820E+00   -0.34944E+02
   181    0.52680E+04    0.77783E+00   -0.34172E+02
   182    0.52903E+04    0.76766E+00   -0.33372E+02
   183    0.53121E+04    0.75765E+00   -0.32546E+02
   184    0.53335E+04    0.74792E+00   -0.31692E+02
   185    0.53544E+04    0.73848E+00   -0.30812E+02
   186    0.53746E+04    0.72934E+00   -0.29906E+02
   187    0.53945E+04    0.72054E+00   -0.28973E+02
   188    0.54139E+04    0.71212E+00   -0.28015E+02
   189    0.54327E+04    0.70411E+00   -0.27031E+02
   190    0.54510E+04    0.69655E+00   -0.26022E+02
   191    0.54687E+04    0.68945E+00   -0.24987E+02
   192    0.54860E+04    0.68286E+00   -0.23927E+02
   193    0.55027E+04    0.67682E+00   -0.22843E+02
   194    0.55189E+04    0.67135E+00   -0.21734E+02
   195    0.55346E+04    0.66649E+00   -0.20602E+02
   196    0.55497E+04    0.66228E+00   -0.19445E+02
   197    0.55642E+04    0.65876E+00   -0.18266E+02
   198    0.55783E+04    0.65595E+00   -0.17063E+02
   199    0.55918E+04    0.65389E+00   -0.15838E+02
   200    0.56048E+04    0.65262E+00   -0.14591E+02
   201    0.56172E+04    0.65218E+00   -0.13321E+02
   202    0.56290E+04    0.65260E+00   -0.12031E+02
   203    0.56402E+04    0.65392E+00   -0.10719E+02
   204    0.56508E+04    0.65617E+00   -0.93866E+01
   205    0.56608E+04    0.65939E+00   -0.80341E+01
   206    0.56702E+04    0.66362E+00   -0.66618E+01
   207    0.56790E+04    0.66890E+00   -0.52701E+01
   208    0.56871E+04    0.67526E+00   -0.38596E+01
   209    0.56945E+04    0.68272E+00   -0.24308E+01
   210    0.57015E+04    0.69135E+00   -0.98415E+00
   211    0.57077E+04    0.70116E+00    0.47965E+00
   212    0.57134E+04    0.71221E+00    0.19601E+01
   213    0.57184E+04    0.72451E+00    0.34567E+01
   214    0.57228E+04    0.73809E+00    0.49689E+01
   215    0.57266E+04    0.75307E+00    0.64956E+01
   216    0.57297E+04    0.76936E+00    0.80372E+01
   217    0.57323E+04    0.78704E+00    0.95926E+01
   218    0.57342E+04    0.80617E+00    0.11161E+02
   219    0.57355E+04    0.82676E+00    0.12742E+02
   220    0.57361E+04    0.84889E+00    0.14335E+02
   221    0.57361E+04    0.87255E+00    0.15940E+02
   222    0.57355E+04    0.89774E+00    0.17555E+02
   223    0.57342E+04    0.92462E+00    0.19180E+02
   224    0.57322E+04    0.95303E+00    0.20814E+02
   225    0.57296E+04    0.98319E+00    0.22458E+02
   226    0.57264E+04    0.10150E+01    0.24109E+02
   227    0.57225E+04    0.10486E+01    0.25769E+02
   228    0.57180E+04    0.10839E+01    0.27434E+02
   229    0.57129E+04    0.11210E+01    0.29105E+02
   230    0.57072E+04    0.11599E+01    0.30782E+02
   231    0.57007E+04    0.12006E+01    0.32464E+02
   232    0.56938E+04    0.12432E+01    0.34150E+02
   233    0.56861E+04    0.12877E+01    0.35839E+02
   234    0.56778E+04    0.13341E+01    0.37530E+02
   235    0.56690E+04    0.13825E+01    0.39223E+02
   236    0.56594E+04    0.14329E+01    0.40917E+02
   237    0.56494E+04    0.14852E+01    0.42611E+02
   238    0.56386E+04    0.15396E+01    0.44305E+02
   239    0.56273E+04    0.15960E+01    0.45999E+02
   240    0.56154E+04    0.16544E+01    0.47690E+02
   241    0.56029E+04    0.17149E+01    0.49379E+02
   242    0.55898E+04    0.17776E+01    0.51064E+02
   243    0.55761E+04    0.18423E+01    0.52745E+02
   244    0.55618E+04    0.19091E+01    0.54422E+02
   245    0.55469E+04    0.19782E+01    0.56093E+02
   246    0.55315E+04    0.20493E+01    0.57757E+02
   247    0.55155E+04    0.21227E+01    0.59416E+02
   248    0.54990E+04    0.21982E+01    0.61066E+02
   249    0.54819E+04    0.22759E+01    0.62708E+02
   250    0.54643E+04    0.23559E+01    0.64340E+02
   251    0.54461E+04    0.24380E+01    0.65963E+02
   252    0.54274E+04    0.25224E+01    0.67575E+02
   253    0.54082E+04    0.26090E+01    0.69175E+02
   254    0.53884E+04    0.26979E+01    0.70763E+02
   255    0.53681E+04    0.27889E+01    0.72338E+02
   256    0.53473E+04    0.28823E+01    0.73903E+02
   257    0.53260E+04    0.29778E+01    0.75448E+02
   258    0.53042E+04    0.30757E+01    0.76978E+02
   259    0.52818E+04    0.31757E+01    0.78494E+02
   260    0.52591E+04    0.32781E+01    0.79995E+02
   261    0.52358E+04    0.33826E+01    0.81474E+02
   262    0.52121E+04    0.34894E+01    0.82938E+02
   263    0.51880E+04    0.35985E+01    0.84388E+02
   264    0.51635E+04    0.37098E+01    0.85816E+02
   265    0.51385E+04    0.38233E+01    0.87221E+02
   266    0.51131E+04    0.39390E+01    0.88612E+02
   267    0.50873E+04    0.40569E+01    0.89974E+02
   268    0.50611E+04    0.41770E+01    0.91320E+02
   269    0.50345E+04    0.42994E+01    0.92645E+02
   270    0.50075E+04    0.44238E+01    0.93947E+02
   271    0.49801E+04    0.45504E+01    0.95220E+02
   272    0.49524E+04    0.46792E+01    0.96470E+02
   273    0.49243E+04    0.48100E+01    0.97699E+02
   274    0.48959E+04    0.49430E+01    0.98898E+02
   275    0.48670E+04    0.50780E+01    0.10007E+03
   276    0.48380E+04    0.52150E+01    0.10122E+03
   277    0.48084E+04    0.53541E+01    0.10235E+03
   278    0.47787E+04    0.54953E+01    0.10343E+03
   279    0.47487E+04    0.56384E+01    0.10450E+03
   280    0.47183E+04    0.57834E+01    0.10554E+03
   281    0.46877E+04    0.59304E+01    0.10655E+03
   282    0.46568E+04    0.60792E+01    0.10753E+03
   283    0.46257E+04    0.62299E+01    0.10847E+03
   284    0.45943E+04    0.63824E+01    0.10939E+03
   285    0.45627E+04    0.65368E+01    0.11028E+03
   286    0.45307E+04    0.66928E+01    0.11113E+03
   287    0.44987E+04    0.68507E+01    0.11195E+03
   288    0.44664E+04    0.70102E+01    0.11274E+03
   289    0.44339E+04    0.71713E+01    0.11350E+03
   290    0.44012E+04    0.73339E+01    0.11423E+03
   291    0.43684E+04    0.74987E+01    0.11491E+03
   292    0.43354E+04    0.76642E+01    0.11557E+03
   293    0.43022E+04    0.78313E+01    0.11619E+03
   294    0.42689E+04    0.80005E+01    0.11678E+03
   295    0.42354E+04    0.81704E+01    0.11733E+03
   296    0.42019E+04    0.83419E+01    0.11784E+03
   297    0.41681E+04    0.85140E+01    0.11833E+03
   298    0.41343E+04    0.86884E+01    0.11877E+03
   299    0.41004E+04    0.88635E+01    0.11918E+03
   300    0.40663E+04    0.90393E+01    0.11954E+03
   301    0.40322E+04    0.92166E+01    0.11988E+03
   302    0.39981E+04    0.93946E+01    0.12017E+03
   303    0.39639E+04    0.95741E+01    0.12044E+03
   304    0.39296E+04    0.97544E+01    0.12065E+03
   305    0.38954E+04    0.99353E+01    0.12084E+03
   306    0.38611E+04    0.10117E+02    0.12099E+03
   307    0.38267E+04    0.10299E+02    0.12109E+03
   308    0.37924E+04    0.10483E+02    0.12117E+03
   309    0.37582E+04    0.10667E+02    0.12120E+03
   310    0.37238E+04    0.10851E+02    0.12120E+03
   311    0.36896E+04    0.11036E+02    0.12115E+03
   312    0.36554E+04    0.11222E+02    0.12107E+03
   313    0.36212E+04    0.11408E+02    0.12095E+03
   314    0.35871E+04    0.11594E+02    0.12080E+03
   315    0.35530E+04    0.11780E+02    0.12060E+03
   316    0.35191E+04    0.11967E+02    0.12036E+03
   317    0.34852E+04    0.12153E+02    0.12009E+03
   318    0.34515E+04    0.12340E+02    0.11978E+03
   319    0.34179E+04    0.12526E+02    0.11943E+03
   320    0.33843E+04    0.12713E+02    0.11905E+03
   321    0.33509E+04    0.12899E+02    0.11862E+03
   322    0.33176E+04    0.13085E+02    0.11816E+03
   323    0.32845E+04    0.13271E+02    0.11766E+03
   324    0.32515E+04    0.13457E+02    0.11712E+03
   325    0.32188E+04    0.13642E+02    0.11655E+03
   326    0.31861E+04    0.13826E+02    0.11593E+03
   327    0.31537E+04    0.14011E+02    0.11528E+03
   328    0.31215E+04    0.14194E+02    0.11460E+03
   329    0.30894E+04    0.14377E+02    0.11388E+03
   330    0.30576E+04    0.14558E+02    0.11311E+03
   331    0.30259E+04    0.14739E+02    0.11232E+03
   332    0.29946E+04    0.14919E+02    0.11149E+03
   333    0.29634E+04    0.15098E+02    0.11062E+03
   334    0.29325E+04    0.15276E+02    0.10973E+03
   335    0.29019E+04    0.15453E+02    0.10879E+03
   336    0.28715E+04    0.15628E+02    0.10782E+03
   337    0.28414E+04    0.15803E+02    0.10681E+03
   338    0.28115E+04    0.15975E+02    0.10577E+03
   339    0.27820E+04    0.16147E+02    0.10470E+03
   340    0.27527E+04    0.16316E+02    0.10360E+03
   341    0.27237E+04    0.16485E+02    0.10247E+03
   342    0.26951E+04    0.16652E+02    0.10130E+03
   343    0.26667E+04    0.16816E+02    0.10010E+03
   344    0.26387E+04    0.16980E+02    0.98869E+02
   345    0.26110E+04    0.17141E+02    0.97605E+02
